;rating;comment
6704;10;"Quality in customer service, agility, always willing to solve and meet the customer's need. Exceeds customer expectations;)
 Product quality."
6705;10;partner
6706;8;Company that cares about the customer.
6707;9;Innovation, partnership, technology, reliability, responsiveness
6708;9;Quality products and prompt service.
6709;10;Pro activity on all requests made.
6710;10;For the partnership work, great colleagues in the profession, dedicated and committed to solving problems.
6711;9;Basf has quality products and good technical service
6712;8;Excellent service
6713;8;Service and product quality
6714;9;Service, competitive prices and product quality.
6715;8;I consider it a good grade and so I recommend to keep improving.
6716;9;We have very good service, and attention through its employees, and the marketing policy is very market-oriented.
6717;9;SERVICE, DELIVERY QUALITY PRODUCT.
6718;8;Excellence
6719;9;We know the quality of products and the integrity of the company
6720;10;Company with great technical support
6721;10;High quality products and excellent service.
6722;10;Product quality, commercial service, delivery time.
6723;10;Undisputed quality, competitive price.
6724;10;Supplier for many years of our company, serious and with a lot of responsibility in the quality of the products
6725;8;good service and support
6726;9;Product portfolio, service, competitive price
6727;8;The products are of the highest quality in the pharmaceutical industry market, and they also provide solutions that are difficult to replace. The logistics and treatment by the commercial structure is first class.
6728;10;Security and peace of mind that you are receiving quality product and good performance.
6729;8;Product quality and good technical service.
6730;8;Good technical accessory
6731;9;Level of quality of products, customer service, documentary support, all excellent. The great deficiency is the lack of national stock that generates delays in deliveries.
6732;8;Good technical support service, however it is always possible to improve
6733;10;Good technical background
6734;10;very good products
6735;8;GOOD COMPANY, GOOD PRODUCTS
6736;8;It is a serious and reliable company in the quality of its products, there is an opportunity to improve customer service and delivery on time to the offices
6737;8;RELIABLE PRODUCTS
6738;10;Product Portfolio and Innovation
6739;9;The products are guarantee.
6740;8;They have a wide product portfolio
6741;9;It is a very responsible company and they are always aware of what we need as customers.
6742;10;Good quality of products, very complete documentation.
6743;8;Very good quality products but long delivery times and minimal quantity in OC make the process of purchasing and using your products difficult. Perhaps increasing the availability of samples can help.
6744;8;BASF is the largest chemical products company with a long history, prestige and a wide range of raw materials for all types of industries.
6745;9;The supplied input is defined in our organization as strategic, for the production chain and the BASF-MOLYB relationship is fully developed.
6746;8;"Very good quality of the product.
 And excellent data bank."
6747;8;It is a very serious company.
6748;9;high performance products
6749;9;for the support, the quality, the innovation .. the customer service
6750;10;Excellent products
6751;10;The products are good, the response attention is quick. But Peruvian legislation requires metal and microbiological reports that they do not provide us with.
6752;8;Attention schedule
6753;8;Good quality of products I have known for more than 20 years without ever having presented problems in their application, they are high quality and stable resins for our country.
6754;8;seriousness, punctuality, and a complete service from request to delivery
6755;9;good service, and the quality of the products are good
